"language","item.id","Rhat_k","Rhat_l","Rhat_s","Rhat_delta"
"Cantonese","item_100",1.00623340336822,1.00615963226717,1.00589029643803,NA
"Cantonese","item_101",1.00069337846612,1.00065552530014,1.00015479556279,NA
"Cantonese","item_102",0.999839095490779,0.999946655413957,0.999824214707937,NA
"Cantonese","item_103",1.00297497903871,1.00223463773568,1.00334293467508,NA
"Cantonese","item_104",0.999665948168754,0.999643166911024,0.999798706863679,NA
"Cantonese","item_105",1.00247706935165,1.00186162391131,1.00294933408187,NA
"Cantonese","item_106",1.00515706159343,1.00476719420854,1.00479542182844,NA
"Cantonese","item_107",1.00467177150794,1.00539590263891,1.00492999772841,NA
"Cantonese","item_108",1.00046997224465,1.00037135340711,1.00033910321865,NA
"Cantonese","item_109",1.00080523741628,1.00097439137414,1.00102291443681,NA
"Cantonese","item_10",1.00075913387114,1.00034838048098,1.00109267626641,NA
"Cantonese","item_110",1.00135475537021,1.00156610885164,1.00119445304326,NA
"Cantonese","item_111",1.00156894360882,1.00162598119146,1.00166691392103,NA
"Cantonese","item_112",1.00020225480672,1.00047834266604,0.999763034931066,NA
"Cantonese","item_113",1.00093198079508,1.00078624003237,1.00048121440924,NA
"Cantonese","item_114",1.00078880278002,1.00083145898553,1.00081302749656,NA
"Cantonese","item_115",1.00139702102458,1.00104077397087,1.00171616763826,NA
"Cantonese","item_116",1.00001747202147,1.00023073391867,0.999725862660147,NA
"Cantonese","item_117",1.00178924716951,1.00165513463062,1.00191794031182,NA
"Cantonese","item_118",1.00036125690555,1.0001807121346,1.00052417672166,NA
"Cantonese","item_119",1.00183035920339,1.00157369546476,1.00112152515867,NA
"Cantonese","item_11",1.00116064112712,1.00107486419984,1.0010280340549,NA
"Cantonese","item_120",1.00005090304353,1.00009832206353,1.00001961892673,NA
"Cantonese","item_121",1.00017101690251,1.00005344769946,1.00073987290549,NA
"Cantonese","item_122",0.99981310400074,0.999784320711062,0.999919438272518,NA
"Cantonese","item_123",1.00005963394272,1.00000884718241,1.0007359119826,NA
"Cantonese","item_124",1.00140662242782,1.00158561955387,1.00049125056544,NA
"Cantonese","item_125",1.00140494920395,1.00189884002146,1.0012959646334,NA
"Cantonese","item_126",1.00007133496567,1.00008439747618,1.00013780422374,NA
"Cantonese","item_127",1.00096062468822,1.00088934907936,1.00131282607574,NA
"Cantonese","item_128",1.00057485241288,1.0003256152889,1.00041369889969,NA
"Cantonese","item_129",1.00105889952688,1.00067774261729,1.00164041044401,NA
"Cantonese","item_12",1.00007126175351,1.00032075460299,0.999862493121001,NA
"Cantonese","item_130",1.00015140407409,1.00023278429496,0.999808659304055,NA
"Cantonese","item_131",1.00231983262171,1.00196461810435,1.00165818788016,NA
"Cantonese","item_132",1.00038337426741,1.00052522054233,1.00009674678332,NA
"Cantonese","item_133",1.00465553574361,1.00515420999989,1.00527310516416,NA
"Cantonese","item_134",1.0021733868807,1.00171443240875,1.00200857549686,NA
"Cantonese","item_135",1.00037811700092,1.00044412427217,1.0004818011612,NA
"Cantonese","item_136",1.00037314474419,1.00045152740842,1.00078784084102,NA
"Cantonese","item_137",1.00448185853419,1.00391062277938,1.00529111923608,NA
"Cantonese","item_138",1.00144363065317,1.0018487917755,1.00191065899829,NA
"Cantonese","item_139",0.999740640237327,0.999746478837136,1.0000137383302,NA
"Cantonese","item_13",1.00014277638712,1.00020011279118,0.99997991611234,NA
"Cantonese","item_140",1.00277716057619,1.00308626350088,1.00207121177077,NA
"Cantonese","item_141",1.00065438198023,1.00020527255749,1.00092686964201,NA
"Cantonese","item_142",1.00009838280242,1.00002842662535,1.00046897149451,NA
