"Simulation","age","yes","N"
"ExtSimulation_1",15,59,1000
"ExtSimulation_1",16,87,1000
"ExtSimulation_1",17,123,1000
"ExtSimulation_1",18,176,1000
"ExtSimulation_1",19,228,1000
"ExtSimulation_1",20,286,1000
"ExtSimulation_1",21,360,1000
"ExtSimulation_1",22,422,1000
"ExtSimulation_1",23,488,1000
"ExtSimulation_1",24,545,1000
"ExtSimulation_1",25,598,1000
"ExtSimulation_1",26,667,1000
"ExtSimulation_1",27,732,1000
"ExtSimulation_1",28,777,1000
"ExtSimulation_1",29,823,1000
"ExtSimulation_1",30,858,1000
"ExtSimulation_1",31,889,1000
"ExtSimulation_1",32,911,1000
"ExtSimulation_1",33,935,1000
"ExtSimulation_1",34,949,1000
"ExtSimulation_1",35,960,1000
"ExtSimulation_1",36,971,1000
"ExtSimulation_2",15,58,1000
"ExtSimulation_2",16,95,1000
"ExtSimulation_2",17,133,1000
"ExtSimulation_2",18,181,1000
"ExtSimulation_2",19,236,1000
"ExtSimulation_2",20,278,1000
"ExtSimulation_2",21,338,1000
"ExtSimulation_2",22,402,1000
"ExtSimulation_2",23,460,1000
"ExtSimulation_2",24,514,1000
"ExtSimulation_2",25,572,1000
"ExtSimulation_2",26,641,1000
"ExtSimulation_2",27,690,1000
"ExtSimulation_2",28,741,1000
"ExtSimulation_2",29,785,1000
"ExtSimulation_2",30,822,1000
"ExtSimulation_2",31,849,1000
"ExtSimulation_2",32,883,1000
"ExtSimulation_2",33,906,1000
"ExtSimulation_2",34,927,1000
"ExtSimulation_2",35,939,1000
"ExtSimulation_2",36,949,1000
"ExtSimulation_3",15,63,1000
"ExtSimulation_3",16,89,1000
"ExtSimulation_3",17,119,1000
"ExtSimulation_3",18,179,1000
"ExtSimulation_3",19,231,1000
"ExtSimulation_3",20,294,1000
"ExtSimulation_3",21,364,1000
"ExtSimulation_3",22,440,1000
"ExtSimulation_3",23,510,1000
"ExtSimulation_3",24,560,1000
"ExtSimulation_3",25,609,1000
"ExtSimulation_3",26,670,1000
"ExtSimulation_3",27,719,1000
"ExtSimulation_3",28,760,1000
"ExtSimulation_3",29,797,1000
"ExtSimulation_3",30,835,1000
"ExtSimulation_3",31,868,1000
"ExtSimulation_3",32,896,1000
"ExtSimulation_3",33,919,1000
"ExtSimulation_3",34,938,1000
"ExtSimulation_3",35,948,1000
"ExtSimulation_3",36,960,1000
"ExtSimulation_4",15,53,1000
"ExtSimulation_4",16,72,1000
"ExtSimulation_4",17,104,1000
"ExtSimulation_4",18,153,1000
"ExtSimulation_4",19,209,1000
"ExtSimulation_4",20,270,1000
"ExtSimulation_4",21,329,1000
"ExtSimulation_4",22,391,1000
"ExtSimulation_4",23,468,1000
"ExtSimulation_4",24,534,1000
"ExtSimulation_4",25,589,1000
"ExtSimulation_4",26,643,1000
"ExtSimulation_4",27,698,1000
"ExtSimulation_4",28,744,1000
"ExtSimulation_4",29,786,1000
"ExtSimulation_4",30,821,1000
"ExtSimulation_4",31,851,1000
"ExtSimulation_4",32,884,1000
"ExtSimulation_4",33,912,1000
"ExtSimulation_4",34,927,1000
"ExtSimulation_4",35,944,1000
"ExtSimulation_4",36,956,1000
"ExtSimulation_5",15,57,1000
"ExtSimulation_5",16,88,1000
"ExtSimulation_5",17,120,1000
"ExtSimulation_5",18,169,1000
"ExtSimulation_5",19,240,1000
"ExtSimulation_5",20,297,1000
"ExtSimulation_5",21,369,1000
"ExtSimulation_5",22,423,1000
"ExtSimulation_5",23,501,1000
"ExtSimulation_5",24,549,1000
"ExtSimulation_5",25,604,1000
"ExtSimulation_5",26,668,1000
"ExtSimulation_5",27,723,1000
"ExtSimulation_5",28,769,1000
"ExtSimulation_5",29,807,1000
"ExtSimulation_5",30,832,1000
"ExtSimulation_5",31,860,1000
"ExtSimulation_5",32,895,1000
"ExtSimulation_5",33,915,1000
"ExtSimulation_5",34,936,1000
"ExtSimulation_5",35,954,1000
"ExtSimulation_5",36,964,1000
"ExtSimulation_6",15,64,1000
"ExtSimulation_6",16,91,1000
"ExtSimulation_6",17,135,1000
"ExtSimulation_6",18,184,1000
"ExtSimulation_6",19,234,1000
"ExtSimulation_6",20,289,1000
"ExtSimulation_6",21,345,1000
"ExtSimulation_6",22,413,1000
"ExtSimulation_6",23,491,1000
"ExtSimulation_6",24,549,1000
"ExtSimulation_6",25,633,1000
"ExtSimulation_6",26,677,1000
"ExtSimulation_6",27,715,1000
"ExtSimulation_6",28,750,1000
"ExtSimulation_6",29,803,1000
"ExtSimulation_6",30,842,1000
"ExtSimulation_6",31,870,1000
"ExtSimulation_6",32,888,1000
"ExtSimulation_6",33,912,1000
"ExtSimulation_6",34,928,1000
"ExtSimulation_6",35,941,1000
