"language","item.id","Rhat_k","Rhat_l","Rhat_s","Rhat_delta"
"Cantonese","item_200",1.14330566863375,1.00351879008094,1.00101656428146,1.00405780840055
"Cantonese","item_201",1.03118229884877,1.00149000314409,1.00535869644898,1.00235000184655
"Cantonese","item_202",1.00857288996463,1.00099578346236,1.00163679244004,1.00102907968974
"Cantonese","item_203",1.00617812392111,1.0043485517753,0.999797242678253,1.00360518269909
"Cantonese","item_204",1.21437899049537,1.01823411125129,1.00256870867697,1.0149496983866
"Cantonese","item_205",1.01058445451262,1.00174408085785,1.00069764055691,1.00209084761037
"Cantonese","item_206",1.00999285633023,1.00184896136795,1.00063386503302,1.00240831240115
"Cantonese","item_207",1.01093217727903,1.00524458183695,1.00650494413491,1.00485407333916
"Cantonese","item_208",1.00968405236521,1.00563116823662,1.00051360349887,1.00564110135433
"Cantonese","item_209",1.01789463352121,1.0006500809476,1.00309132832745,1.00056374506619
"Cantonese","item_20",1.00123144389518,1.00069644491434,0.99982763295687,1.00030320149739
"Cantonese","item_210",1.00622906976621,1.00485028846562,1.00040643085845,1.00034703468691
"Cantonese","item_211",1.02553918693099,1.0066012970453,1.0004558999416,1.00682336355086
"Cantonese","item_212",1.09015930876223,1.00965799699449,1.00433060370709,1.00705104547413
"Cantonese","item_213",1.01583710949907,1.00949549695092,1.00023636678084,1.00724361583932
"Cantonese","item_214",1.03405156855901,1.0041774079737,1.00171202861656,1.0036689965668
"Cantonese","item_215",1.08745053690157,1.01108787479776,1.00044145957061,1.00844869139982
"Cantonese","item_216",1.00976574589109,1.00077579296312,1.00044425989051,1.00079233907124
"Cantonese","item_217",1.01173426482235,1.00358595375911,1.00141190055195,1.00141936985468
"Cantonese","item_218",1.00265217285535,1.00082902124813,1.0005682099361,1.00034645286511
"Cantonese","item_219",1.04985061275405,1.00493626469116,1.00350431052027,1.00229833746135
"Cantonese","item_21",1.00926464723795,0.999995792316834,1.00331886969736,1.00060707708022
"Cantonese","item_220",1.01631435840824,1.003011489195,1.00031555384639,1.00331238377559
"Cantonese","item_221",1.00347091133156,1.00249859025932,0.999976084652354,1.00007158650851
"Cantonese","item_222",1.03313136118237,1.0243012578826,1.00249482156687,1.02625055614027
"Cantonese","item_223",1.0080230583986,1.00002632516798,1.00004999143915,1.00132124789905
"Cantonese","item_224",1.01289712525814,1.00446371190144,1.00021717882692,1.00252419335395
"Cantonese","item_225",1.01583347499486,1.01831500846128,1.00203187808231,1.01622959086093
"Cantonese","item_226",1.00223475904351,1.00059324224667,0.999848114069861,1.00107145930278
"Cantonese","item_227",1.00868352810645,1.00256800343149,1.00089048239992,1.00333743188151
"Cantonese","item_228",1.03606966159964,1.08489445334757,1.00299041644485,1.00250436554719
"Cantonese","item_229",1.0083675433916,1.00368834309397,1.00202958959062,1.00260158424053
"Cantonese","item_22",1.02305401574133,1.0024229169406,1.00023535252822,1.00277587885317
"Cantonese","item_230",1.00514600177593,1.0002550442826,1.00009456771292,1.00008459054842
"Cantonese","item_231",1.00818607558194,1.00176941871362,1.00018693028384,1.00110385731971
"Cantonese","item_232",1.05024549040119,1.00636503552576,1.00165186581785,1.00517107150959
"Cantonese","item_233",1.02437460679701,1.00120365458892,1.00048159887837,1.00059674929279
"Cantonese","item_234",1.00795706743127,1.00166847720944,1.00083390093647,1.0018534123444
"Cantonese","item_235",1.00918867285077,0.999915930717276,1.00102653785652,0.999854285915865
"Cantonese","item_236",1.04246529480055,1.00809606945332,1.00236419959399,1.00784781571966
"Cantonese","item_237",1.02147552059266,1.00256631778573,1.00394500699795,1.00207850579372
"Cantonese","item_238",1.00996558557545,1.0078874738086,1.00101781679548,1.0148954160197
"Cantonese","item_239",1.03989207439205,1.00646018885816,1.00330895827609,1.00493924069811
"Cantonese","item_23",1.08901427955633,0.999946315599675,1.00063320310402,1.00057487892319
"Cantonese","item_240",1.03507613675735,1.00201832380907,1.00096487618055,1.00134982325724
"Cantonese","item_241",1.01176309117695,1.00096377745634,1.00004738350356,1.00135307412451
"Cantonese","item_242",1.02696816163882,1.00414350834256,0.999896578413261,1.00307814308563
"Cantonese","item_243",1.02992961125622,1.00981387602703,1.00087213981231,1.0071064928757
"Cantonese","item_244",1.01287853510957,1.00045390750587,1.00296100014196,1.0006157360841
"Cantonese","item_245",1.00850085370986,1.0015948386424,0.999952122467436,1.00092499072691
"Cantonese","item_246",1.12524658153776,1.00226034231835,1.00019232231573,1.00199440504872
"Cantonese","item_247",1.01728258863952,1.0095018660711,1.00233681981846,1.0051600500008
"Cantonese","item_248",1.00970583093505,1.00162463289395,1.00089616398407,1.00125259721007
"Cantonese","item_249",1.0428874759675,1.00476155241506,1.00244291857546,1.00362943809888
"Cantonese","item_24",1.01217918829208,1.00160813217907,0.999870371226181,1.00152897494489
"Cantonese","item_250",1.00955573717043,1.0019108101653,1.00024287027905,1.00087896421247
"Cantonese","item_251",1.04255834843764,1.01594672507463,1.00003278085133,1.01020737831386
"Cantonese","item_252",1.0250389839,1.00084039310785,0.999721036661129,1.0005457729505
"Cantonese","item_253",1.03226338630106,1.03782102305914,1.00064835322533,1.03669351689944
"Cantonese","item_254",1.08744474429262,1.0027164027471,1.00017123530911,1.00303502840396
"Cantonese","item_255",1.00844054426457,1.00086227957451,1.00095408917534,1.00149090781655
"Cantonese","item_256",1.00792917545818,1.00041850964565,1.00011047665686,1.00078334805894
"Cantonese","item_257",1.06266483956604,1.00826048569098,1.0025673279085,1.00723559614671
"Cantonese","item_258",1.02270456107207,1.00401127030038,1.00045493416075,1.00956969656629
"Cantonese","item_259",1.00630659541407,1.00232024779331,1.00012890232354,1.0035231233112
"Cantonese","item_25",1.02877619254622,1.00700602175931,1.00151710130216,1.00530699003066
"Cantonese","item_260",1.08347048287605,1.02643608622616,1.00146979426551,1.06630770046132
"Cantonese","item_261",1.02327749255595,1.00544603935382,0.999923748026626,1.00471631386618
"Cantonese","item_262",1.01327401233724,1.00614600620576,1.00173378015181,1.00572733057669
"Cantonese","item_263",1.04712122281083,1.00717356362227,1.0001710198822,1.00388824645126
"Cantonese","item_264",1.01535331449648,1.00864665689254,1.00041164191371,1.00726361819377
"Cantonese","item_265",1.04160244325264,1.00399479963618,1.00082641797993,1.00268352614911
"Cantonese","item_266",1.02176862689933,1.01076444605975,1.00046055059152,1.00912880627869
"Cantonese","item_267",1.05804140360025,1.00749861782952,1.00049279014865,1.0076948966329
"Cantonese","item_268",1.02627281965853,1.00233917592213,1.00076130567929,1.00213463993418
"Cantonese","item_269",1.07943735658668,1.00831979961357,1.00152808376231,1.0061847603063
"Cantonese","item_26",1.03466759071663,1.00251911025326,1.00211541933417,1.00260186116942
"Cantonese","item_270",1.02263169768021,1.01051224648669,1.00003633516158,1.0108671809903
"Cantonese","item_271",1.07782878050061,1.00345000321538,1.03279919301741,1.00172150958549
"Cantonese","item_272",1.01491849871954,1.00108249180693,1.00144532015354,1.00255534379857
"Cantonese","item_273",1.03273926608435,1.01190164994022,0.99990227828535,1.0101585525412
"Cantonese","item_274",1.00714405554835,1.00439882345297,1.00118476530265,1.00354934262663
"Cantonese","item_275",1.0334634629996,1.00461196429953,1.00198886377089,1.0060717748561
"Cantonese","item_276",1.01341222337687,1.00424614462076,1.00019067133617,1.00379822578106
"Cantonese","item_277",1.02947776020263,1.00475991275319,1.00479234022165,1.00299872533508
"Cantonese","item_278",1.00817469785028,1.00054727541077,1.00294803820451,1.00065819211935
"Cantonese","item_279",1.02355412390384,1.01426005623856,1.00018832751414,1.01230142227545
"Cantonese","item_27",1.01913443109884,1.00092143034746,0.999684772914453,1.00245905379101
"Cantonese","item_280",1.00863739900639,1.00174207170429,1.00099649904965,1.00131494697582
"Cantonese","item_281",1.013697616552,1.00516800722605,1.00170635376665,1.03503240935436
"Cantonese","item_282",1.00540611090778,1.00044388653394,1.0022214678834,1.00029324300947
"Cantonese","item_283",1.03319834177788,1.01566743711182,1.00184044175098,1.01311515062197
"Cantonese","item_284",1.02303689421131,1.00427669219013,1.0003504307042,1.00591141852109
"Cantonese","item_285",1.03086945161612,1.00075905264117,1.00078650972216,1.00138401830164
"Cantonese","item_286",1.03164749390342,1.22155065243236,1.00440261795497,1.00191172397394
"Cantonese","item_287",1.06916330227986,1.00383396353708,1.00177010921603,1.00342967480525
"Cantonese","item_288",1.01093463096191,0.999860814484708,1.0036061077306,1.00067289486292
"Cantonese","item_289",1.02277062999093,1.01440072326628,1.00020742518208,1.01500555188328
"Cantonese","item_28",1.03695617505895,1.00106106652622,1.00017845627127,1.00276851628796
"Cantonese","item_290",1.02060420275221,1.00134815952716,1.00006449004552,1.00146766184086
"Cantonese","item_291",1.00067414099237,0.999961328921567,0.999996347131888,1.00123272844279
"Cantonese","item_292",1.01071023826542,1.00186541076908,1.00326150123843,1.00335067951005
"Cantonese","item_293",1.02287670524297,1.00640669907054,1.00184490073032,1.00587076931031
"Cantonese","item_294",1.01111494014622,1.00163331735556,1.0005768720563,1.00249554971612
"Cantonese","item_295",1.06954979414547,1.00195631508612,1.00138203532467,1.0017852845541
"Cantonese","item_296",1.01742417289786,1.00239575496818,0.999847074378793,1.00203083495903
"Cantonese","item_297",1.01015405476858,1.01255384498592,1.00085637029906,1.01237164018248
"Cantonese","item_298",1.01734242726202,1.0043985328562,1.00085293180302,1.00583685790833
"Cantonese","item_299",1.01988276752583,1.00300793792611,1.00091703659045,1.00353105839246
"Cantonese","item_29",1.05737036555852,1.00043006649802,1.00075628055098,1.00033370807295
"Cantonese","item_2",1.00608539194523,1.00171216353798,1.00045632278884,1.00139088855598
"Cantonese","item_300",1.00901156657754,1.00296060504325,1.00025176277762,1.00603440430991
"Cantonese","item_301",1.00080969981914,1.00309105284166,1.00081720045804,1.00335893089414
"Cantonese","item_302",1.06018100965144,1.00579767585947,1.00105978073482,1.00521697038824
"Cantonese","item_303",1.02344920351667,1.00253717591325,0.999860125060912,1.00327242980426
"Cantonese","item_304",1.00842424979463,1.00093716439752,1.00278815065806,1.00214241698128
"Cantonese","item_305",1.04918862256296,1.00415861344166,1.0010693140814,1.00168279596641
"Cantonese","item_306",1.00942857444471,1.00257360933127,1.00011017984479,1.00348084037916
"Cantonese","item_307",1.01660837688017,1.00266439281241,1.00458616870279,1.00506110009439
"Cantonese","item_308",1.0302739058256,1.01353198220263,1.00616324020559,1.01227489551066
"Cantonese","item_309",1.04033298008555,1.01431692159702,1.00252906606966,1.01170498337578
"Cantonese","item_30",1.08726105171527,1.00092312596813,1.05714078832132,1.00163192525446
"Cantonese","item_310",1.01486098791721,1.00829758149167,1.00153347593434,1.00670317454655
"Cantonese","item_311",1.02366193042522,1.00225608607974,1.00010647778926,1.00650724524028
"Cantonese","item_312",1.0326592538887,1.01647088032999,1.00156864271008,1.01672671662866
"Cantonese","item_313",1.00176008794936,1.00166417217475,0.999769560282921,1.0026050470884
"Cantonese","item_314",1.03123406404619,1.00337049041707,1.00239148463228,1.00271127101332
"Cantonese","item_315",1.00672521255952,1.00372019838476,1.00021995267953,1.00354776792725
"Cantonese","item_316",1.00565188342622,1.00214657717133,0.999894849994057,1.0012226119472
"Cantonese","item_317",1.03489407881725,1.0021487892996,1.00136790703421,1.00194310934456
"Cantonese","item_318",1.05487764946319,1.01585957211755,1.00481106769067,1.01592534206716
"Cantonese","item_319",1.01454247788627,1.00288865871849,1.00175952676382,1.00162725262877
