"language","item.id","Rhat_k","Rhat_l","Rhat_s","Rhat_delta"
"Croatian","item_100",1.00088607180377,1.00091937604448,1.00007295564738,NA
"Croatian","item_101",1.00048723371161,1.00103381679046,1.00001264899625,NA
"Croatian","item_102",1.00035951798232,1.00020981036524,1.00056198791395,NA
"Croatian","item_103",1.00015538044967,1.000093476693,1.00025193501677,NA
"Croatian","item_104",1.00004883035292,1.00009945852973,1.00038710020265,NA
"Croatian","item_105",1.00255347881082,1.00288011276713,1.00017314985588,NA
"Croatian","item_106",1.00072268870755,1.00058744506857,0.99987891089648,NA
"Croatian","item_107",1.00131401529802,1.00127363153792,1.00090609896542,NA
"Croatian","item_108",0.999912654007597,0.999832758693653,1.00003266279351,NA
"Croatian","item_109",1.00091947016344,1.00080061798809,1.00007544219952,NA
"Croatian","item_10",1.00041270196215,1.00038979980749,1.00091675034048,NA
"Croatian","item_110",1.0008300598842,1.00059670583961,1.00113791365494,NA
"Croatian","item_111",1.00020840341607,1.0004364932644,1.00067024452152,NA
"Croatian","item_112",1.00048963252941,1.00019912018712,1.00136871729499,NA
"Croatian","item_113",1.00028566949492,1.00044455862154,0.999886598265477,NA
"Croatian","item_114",1.00400446889333,1.00436876961369,1.00014333963751,NA
"Croatian","item_115",1.00021605943671,1.00007985610534,0.999950992136334,NA
"Croatian","item_116",1.00030085297029,1.00049920498678,1.00047476577595,NA
"Croatian","item_117",1.00073638956908,1.00076242917134,0.999952729519633,NA
"Croatian","item_118",1.00021177729078,1.00057952108919,1.00011801346669,NA
"Croatian","item_119",1.00287551226893,1.00273428089375,1.00152159500878,NA
"Croatian","item_11",1.00159346242574,1.0016257722957,0.999977594297418,NA
"Croatian","item_120",0.999928737004381,1.0000472805568,1.00006926120771,NA
"Croatian","item_121",1.00020854243174,1.00014684835795,0.999985121358293,NA
"Croatian","item_122",1.00140681445744,1.00113286719521,1.00144005151827,NA
"Croatian","item_123",1.00227174661171,1.00302776174772,1.00008895633406,NA
"Croatian","item_124",1.00047488582281,1.00028805612762,1.00075711972065,NA
"Croatian","item_125",1.00005644534831,1.00007614315556,1.00044450854628,NA
"Croatian","item_126",1.00041646766961,1.00055661232589,0.99968136481384,NA
"Croatian","item_127",0.999798864721488,0.99973964654565,0.999798991924973,NA
"Croatian","item_128",1.00009832417455,0.999948959264133,0.999809281661883,NA
"Croatian","item_129",1.00002260113366,1.00000300590766,1.000056870742,NA
"Croatian","item_12",1.00111776158876,1.00097502412845,0.999960825934717,NA
"Croatian","item_130",1.00048161228928,1.00074187415649,1.00017421852609,NA
"Croatian","item_131",1.00042966845221,1.00023953604888,1.00003400117658,NA
"Croatian","item_132",1.00081690430963,1.00055054643174,1.00095162357806,NA
"Croatian","item_133",1.00098115952449,1.00102473809732,1.00052027744204,NA
"Croatian","item_134",1.00019130446985,1.00023413154272,1.00077344683121,NA
"Croatian","item_135",1.00127643518853,1.0011889317261,1.00022075105402,NA
"Croatian","item_136",1.00046720168197,1.00073469926383,1.00031593808189,NA
"Croatian","item_137",1.00005130828756,1.00023817060477,0.999753400327367,NA
"Croatian","item_138",1.00167243038265,1.00167718203687,0.999816818022911,NA
"Croatian","item_139",1.00037844604591,1.00042761645908,1.00100363974095,NA
"Croatian","item_13",1.00121644031139,1.0012593892585,1.0003358910446,NA
"Croatian","item_140",0.999868936646493,0.999853056403471,0.999939039710256,NA
"Croatian","item_141",1.00091664242353,1.00110379005304,0.999983617595947,NA
"Croatian","item_142",1.0003636811053,1.00010830097714,1.00058184644896,NA
"Croatian","item_143",1.00132742624406,1.00196457735149,0.99983744844668,NA
"Croatian","item_144",0.999837364149985,0.999876396812054,1.00020057341118,NA
"Croatian","item_145",1.00140373636696,1.00093421082961,1.00124494139944,NA
"Croatian","item_146",1.00049007914468,1.00027198414703,0.999928600093852,NA
"Croatian","item_147",1.00229154648465,1.00242789331715,1.0007916680209,NA
"Croatian","item_148",1.00064432514748,1.00092835639504,1.00078080690658,NA
"Croatian","item_149",1.0021868818063,1.00258753807188,1.00036771909194,NA
"Croatian","item_14",1.00012749071397,1.000397473663,1.00009502370623,NA
"Croatian","item_150",1.00033976882899,1.00036064425465,1.00003010365089,NA
"Croatian","item_151",1.00049559524157,1.00040506765103,1.00077216520397,NA
"Croatian","item_152",1.00230663204273,1.00222047769026,0.999869693260466,NA
"Croatian","item_153",1.00085557605353,1.00028327450662,1.00088283418375,NA
"Croatian","item_154",1.00120034046297,1.0011970229602,1.00013369407689,NA
"Croatian","item_155",1.00138737260829,1.00137867819334,1.00030737217082,NA
"Croatian","item_156",1.00006866625586,0.999862937347415,1.00080015036453,NA
"Croatian","item_157",1.00037038340027,1.00045057306285,1.00012056713335,NA
"Croatian","item_158",1.00105087622596,1.00189060199299,0.999869804882087,NA
"Croatian","item_159",0.999801295985276,0.999862974343035,1.00000882927589,NA
"Croatian","item_15",1.00087436935145,1.00053871132851,1.00030322088852,NA
