"Simulation","age","yes","N"
"ParSimulation_1",15,81,1000
"ParSimulation_1",16,120,1000
"ParSimulation_1",17,168,1000
"ParSimulation_1",18,206,1000
"ParSimulation_1",19,252,1000
"ParSimulation_1",20,307,1000
"ParSimulation_1",21,363,1000
"ParSimulation_1",22,410,1000
"ParSimulation_1",23,451,1000
"ParSimulation_1",24,495,1000
"ParSimulation_1",25,545,1000
"ParSimulation_1",26,604,1000
"ParSimulation_1",27,634,1000
"ParSimulation_1",28,669,1000
"ParSimulation_1",29,703,1000
"ParSimulation_1",30,724,1000
"ParSimulation_1",31,755,1000
"ParSimulation_1",32,776,1000
"ParSimulation_1",33,792,1000
"ParSimulation_1",34,806,1000
"ParSimulation_1",35,820,1000
"ParSimulation_1",36,839,1000
"ParSimulation_2",15,104,1000
"ParSimulation_2",16,139,1000
"ParSimulation_2",17,173,1000
"ParSimulation_2",18,226,1000
"ParSimulation_2",19,276,1000
"ParSimulation_2",20,318,1000
"ParSimulation_2",21,366,1000
"ParSimulation_2",22,405,1000
"ParSimulation_2",23,461,1000
"ParSimulation_2",24,508,1000
"ParSimulation_2",25,550,1000
"ParSimulation_2",26,591,1000
"ParSimulation_2",27,630,1000
"ParSimulation_2",28,658,1000
"ParSimulation_2",29,695,1000
"ParSimulation_2",30,723,1000
"ParSimulation_2",31,747,1000
"ParSimulation_2",32,764,1000
"ParSimulation_2",33,787,1000
"ParSimulation_2",34,808,1000
"ParSimulation_2",35,825,1000
"ParSimulation_2",36,843,1000
"ParSimulation_3",15,103,1000
"ParSimulation_3",16,142,1000
"ParSimulation_3",17,181,1000
"ParSimulation_3",18,226,1000
"ParSimulation_3",19,261,1000
"ParSimulation_3",20,303,1000
"ParSimulation_3",21,360,1000
"ParSimulation_3",22,411,1000
"ParSimulation_3",23,458,1000
"ParSimulation_3",24,504,1000
"ParSimulation_3",25,545,1000
"ParSimulation_3",26,592,1000
"ParSimulation_3",27,627,1000
"ParSimulation_3",28,658,1000
"ParSimulation_3",29,694,1000
"ParSimulation_3",30,725,1000
"ParSimulation_3",31,747,1000
"ParSimulation_3",32,774,1000
"ParSimulation_3",33,787,1000
"ParSimulation_3",34,806,1000
"ParSimulation_3",35,829,1000
"ParSimulation_3",36,848,1000
"ParSimulation_4",15,86,1000
"ParSimulation_4",16,126,1000
"ParSimulation_4",17,167,1000
"ParSimulation_4",18,218,1000
"ParSimulation_4",19,265,1000
"ParSimulation_4",20,317,1000
"ParSimulation_4",21,365,1000
"ParSimulation_4",22,413,1000
"ParSimulation_4",23,459,1000
"ParSimulation_4",24,518,1000
"ParSimulation_4",25,562,1000
"ParSimulation_4",26,595,1000
"ParSimulation_4",27,636,1000
"ParSimulation_4",28,665,1000
"ParSimulation_4",29,695,1000
"ParSimulation_4",30,725,1000
"ParSimulation_4",31,749,1000
"ParSimulation_4",32,772,1000
"ParSimulation_4",33,794,1000
"ParSimulation_4",34,814,1000
"ParSimulation_4",35,840,1000
"ParSimulation_4",36,850,1000
"ParSimulation_5",15,105,1000
"ParSimulation_5",16,143,1000
"ParSimulation_5",17,182,1000
"ParSimulation_5",18,239,1000
"ParSimulation_5",19,283,1000
"ParSimulation_5",20,324,1000
"ParSimulation_5",21,366,1000
"ParSimulation_5",22,401,1000
"ParSimulation_5",23,455,1000
"ParSimulation_5",24,503,1000
"ParSimulation_5",25,544,1000
"ParSimulation_5",26,585,1000
"ParSimulation_5",27,616,1000
"ParSimulation_5",28,650,1000
"ParSimulation_5",29,674,1000
"ParSimulation_5",30,711,1000
"ParSimulation_5",31,738,1000
"ParSimulation_5",32,766,1000
"ParSimulation_5",33,789,1000
"ParSimulation_5",34,801,1000
"ParSimulation_5",35,819,1000
"ParSimulation_5",36,832,1000
"ParSimulation_6",15,124,1000
"ParSimulation_6",16,168,1000
"ParSimulation_6",17,206,1000
"ParSimulation_6",18,247,1000
"ParSimulation_6",19,301,1000
"ParSimulation_6",20,342,1000
"ParSimulation_6",21,396,1000
"ParSimulation_6",22,439,1000
"ParSimulation_6",23,483,1000
"ParSimulation_6",24,527,1000
"ParSimulation_6",25,567,1000
"ParSimulation_6",26,597,1000
"ParSimulation_6",27,624,1000
"ParSimulation_6",28,658,1000
"ParSimulation_6",29,681,1000
"ParSimulation_6",30,701,1000
"ParSimulation_6",31,728,1000
"ParSimulation_6",32,747,1000
"ParSimulation_6",33,775,1000
"ParSimulation_6",34,801,1000
"ParSimulation_6",35,817,1000
"ParSimulation_6",36,835,1000
"ParSimulation_7",15,111,1000
"ParSimulation_7",16,138,1000
"ParSimulation_7",17,180,1000
"ParSimulation_7",18,232,1000
"ParSimulation_7",19,272,1000
"ParSimulation_7",20,330,1000
"ParSimulation_7",21,395,1000
"ParSimulation_7",22,461,1000
"ParSimulation_7",23,503,1000
"ParSimulation_7",24,545,1000
"ParSimulation_7",25,583,1000
"ParSimulation_7",26,625,1000
"ParSimulation_7",27,656,1000
"ParSimulation_7",28,694,1000
"ParSimulation_7",29,726,1000
"ParSimulation_7",30,753,1000
"ParSimulation_7",31,770,1000
"ParSimulation_7",32,792,1000
"ParSimulation_7",33,817,1000
"ParSimulation_7",34,827,1000
"ParSimulation_7",35,845,1000
"ParSimulation_7",36,862,1000
"ParSimulation_8",15,101,1000
"ParSimulation_8",16,140,1000
"ParSimulation_8",17,180,1000
"ParSimulation_8",18,233,1000
"ParSimulation_8",19,279,1000
"ParSimulation_8",20,327,1000
"ParSimulation_8",21,372,1000
"ParSimulation_8",22,418,1000
"ParSimulation_8",23,461,1000
"ParSimulation_8",24,506,1000
"ParSimulation_8",25,542,1000
"ParSimulation_8",26,586,1000
"ParSimulation_8",27,619,1000
"ParSimulation_8",28,650,1000
"ParSimulation_8",29,686,1000
"ParSimulation_8",30,722,1000
"ParSimulation_8",31,753,1000
"ParSimulation_8",32,780,1000
"ParSimulation_8",33,801,1000
"ParSimulation_8",34,822,1000
"ParSimulation_8",35,838,1000
"ParSimulation_8",36,857,1000
"ParSimulation_9",15,96,1000
"ParSimulation_9",16,128,1000
"ParSimulation_9",17,163,1000
"ParSimulation_9",18,216,1000
"ParSimulation_9",19,252,1000
"ParSimulation_9",20,300,1000
"ParSimulation_9",21,357,1000
"ParSimulation_9",22,412,1000
"ParSimulation_9",23,470,1000
"ParSimulation_9",24,514,1000
"ParSimulation_9",25,550,1000
"ParSimulation_9",26,601,1000
"ParSimulation_9",27,641,1000
"ParSimulation_9",28,660,1000
"ParSimulation_9",29,694,1000
"ParSimulation_9",30,725,1000
"ParSimulation_9",31,754,1000
"ParSimulation_9",32,776,1000
"ParSimulation_9",33,794,1000
"ParSimulation_9",34,818,1000
"ParSimulation_9",35,836,1000
"ParSimulation_9",36,846,1000
"ParSimulation_10",15,107,1000
"ParSimulation_10",16,148,1000
"ParSimulation_10",17,192,1000
"ParSimulation_10",18,236,1000
"ParSimulation_10",19,285,1000
"ParSimulation_10",20,328,1000
"ParSimulation_10",21,371,1000
"ParSimulation_10",22,434,1000
"ParSimulation_10",23,481,1000
"ParSimulation_10",24,525,1000
"ParSimulation_10",25,565,1000
"ParSimulation_10",26,607,1000
"ParSimulation_10",27,643,1000
"ParSimulation_10",28,674,1000
"ParSimulation_10",29,700,1000
"ParSimulation_10",30,737,1000
"ParSimulation_10",31,757,1000
"ParSimulation_10",32,775,1000
"ParSimulation_10",33,799,1000
"ParSimulation_10",34,817,1000
"ParSimulation_10",35,837,1000
"ParSimulation_10",36,857,1000
"ParSimulation_11",15,98,1000
"ParSimulation_11",16,132,1000
"ParSimulation_11",17,173,1000
"ParSimulation_11",18,213,1000
"ParSimulation_11",19,260,1000
"ParSimulation_11",20,316,1000
"ParSimulation_11",21,363,1000
"ParSimulation_11",22,410,1000
"ParSimulation_11",23,452,1000
"ParSimulation_11",24,488,1000
"ParSimulation_11",25,528,1000
"ParSimulation_11",26,573,1000
"ParSimulation_11",27,606,1000
"ParSimulation_11",28,642,1000
"ParSimulation_11",29,670,1000
"ParSimulation_11",30,704,1000
"ParSimulation_11",31,734,1000
"ParSimulation_11",32,751,1000
"ParSimulation_11",33,771,1000
"ParSimulation_11",34,788,1000
"ParSimulation_11",35,804,1000
"ParSimulation_11",36,824,1000
"ParSimulation_12",15,110,1000
"ParSimulation_12",16,153,1000
"ParSimulation_12",17,197,1000
"ParSimulation_12",18,241,1000
"ParSimulation_12",19,298,1000
"ParSimulation_12",20,346,1000
"ParSimulation_12",21,394,1000
"ParSimulation_12",22,443,1000
"ParSimulation_12",23,486,1000
"ParSimulation_12",24,525,1000
"ParSimulation_12",25,565,1000
"ParSimulation_12",26,607,1000
"ParSimulation_12",27,648,1000
"ParSimulation_12",28,677,1000
"ParSimulation_12",29,705,1000
"ParSimulation_12",30,734,1000
"ParSimulation_12",31,757,1000
"ParSimulation_12",32,778,1000
"ParSimulation_12",33,800,1000
"ParSimulation_12",34,819,1000
"ParSimulation_12",35,834,1000
"ParSimulation_12",36,860,1000
"ParSimulation_13",15,96,1000
"ParSimulation_13",16,138,1000
"ParSimulation_13",17,186,1000
"ParSimulation_13",18,232,1000
"ParSimulation_13",19,286,1000
"ParSimulation_13",20,318,1000
"ParSimulation_13",21,362,1000
"ParSimulation_13",22,423,1000
"ParSimulation_13",23,464,1000
"ParSimulation_13",24,501,1000
"ParSimulation_13",25,546,1000
"ParSimulation_13",26,583,1000
"ParSimulation_13",27,612,1000
"ParSimulation_13",28,649,1000
"ParSimulation_13",29,685,1000
"ParSimulation_13",30,721,1000
"ParSimulation_13",31,755,1000
"ParSimulation_13",32,779,1000
"ParSimulation_13",33,801,1000
"ParSimulation_13",34,821,1000
"ParSimulation_13",35,840,1000
"ParSimulation_13",36,855,1000
"ParSimulation_14",15,98,1000
"ParSimulation_14",16,149,1000
"ParSimulation_14",17,202,1000
"ParSimulation_14",18,246,1000
"ParSimulation_14",19,298,1000
"ParSimulation_14",20,352,1000
"ParSimulation_14",21,393,1000
"ParSimulation_14",22,448,1000
"ParSimulation_14",23,494,1000
"ParSimulation_14",24,529,1000
"ParSimulation_14",25,577,1000
"ParSimulation_14",26,616,1000
"ParSimulation_14",27,653,1000
"ParSimulation_14",28,674,1000
"ParSimulation_14",29,710,1000
"ParSimulation_14",30,738,1000
"ParSimulation_14",31,775,1000
"ParSimulation_14",32,805,1000
"ParSimulation_14",33,816,1000
"ParSimulation_14",34,829,1000
"ParSimulation_14",35,844,1000
"ParSimulation_14",36,854,1000
"ParSimulation_15",15,105,1000
"ParSimulation_15",16,138,1000
"ParSimulation_15",17,176,1000
"ParSimulation_15",18,223,1000
"ParSimulation_15",19,270,1000
"ParSimulation_15",20,325,1000
"ParSimulation_15",21,375,1000
"ParSimulation_15",22,432,1000
"ParSimulation_15",23,478,1000
"ParSimulation_15",24,524,1000
"ParSimulation_15",25,572,1000
"ParSimulation_15",26,614,1000
"ParSimulation_15",27,653,1000
"ParSimulation_15",28,679,1000
"ParSimulation_15",29,711,1000
"ParSimulation_15",30,735,1000
"ParSimulation_15",31,756,1000
"ParSimulation_15",32,783,1000
"ParSimulation_15",33,796,1000
"ParSimulation_15",34,816,1000
"ParSimulation_15",35,830,1000
"ParSimulation_15",36,851,1000
"ParSimulation_16",15,94,1000
"ParSimulation_16",16,126,1000
"ParSimulation_16",17,169,1000
"ParSimulation_16",18,212,1000
"ParSimulation_16",19,259,1000
"ParSimulation_16",20,307,1000
"ParSimulation_16",21,368,1000
"ParSimulation_16",22,410,1000
"ParSimulation_16",23,459,1000
"ParSimulation_16",24,510,1000
"ParSimulation_16",25,552,1000
"ParSimulation_16",26,585,1000
"ParSimulation_16",27,628,1000
"ParSimulation_16",28,659,1000
"ParSimulation_16",29,690,1000
"ParSimulation_16",30,711,1000
"ParSimulation_16",31,740,1000
"ParSimulation_16",32,758,1000
"ParSimulation_16",33,778,1000
"ParSimulation_16",34,804,1000
"ParSimulation_16",35,822,1000
"ParSimulation_16",36,842,1000
"ParSimulation_17",15,100,1000
"ParSimulation_17",16,134,1000
"ParSimulation_17",17,177,1000
"ParSimulation_17",18,227,1000
"ParSimulation_17",19,269,1000
"ParSimulation_17",20,323,1000
"ParSimulation_17",21,372,1000
"ParSimulation_17",22,418,1000
"ParSimulation_17",23,474,1000
"ParSimulation_17",24,527,1000
"ParSimulation_17",25,569,1000
"ParSimulation_17",26,600,1000
"ParSimulation_17",27,639,1000
"ParSimulation_17",28,667,1000
"ParSimulation_17",29,693,1000
"ParSimulation_17",30,721,1000
"ParSimulation_17",31,743,1000
"ParSimulation_17",32,764,1000
"ParSimulation_17",33,781,1000
"ParSimulation_17",34,804,1000
"ParSimulation_17",35,815,1000
"ParSimulation_17",36,830,1000
"ParSimulation_18",15,105,1000
"ParSimulation_18",16,134,1000
"ParSimulation_18",17,176,1000
"ParSimulation_18",18,214,1000
"ParSimulation_18",19,259,1000
"ParSimulation_18",20,300,1000
"ParSimulation_18",21,347,1000
"ParSimulation_18",22,401,1000
"ParSimulation_18",23,460,1000
"ParSimulation_18",24,507,1000
"ParSimulation_18",25,548,1000
"ParSimulation_18",26,585,1000
"ParSimulation_18",27,627,1000
"ParSimulation_18",28,666,1000
"ParSimulation_18",29,694,1000
"ParSimulation_18",30,716,1000
"ParSimulation_18",31,747,1000
"ParSimulation_18",32,767,1000
"ParSimulation_18",33,782,1000
"ParSimulation_18",34,800,1000
"ParSimulation_18",35,814,1000
"ParSimulation_18",36,834,1000
"ParSimulation_19",15,93,1000
"ParSimulation_19",16,122,1000
"ParSimulation_19",17,152,1000
"ParSimulation_19",18,196,1000
"ParSimulation_19",19,257,1000
"ParSimulation_19",20,303,1000
"ParSimulation_19",21,349,1000
"ParSimulation_19",22,395,1000
"ParSimulation_19",23,451,1000
"ParSimulation_19",24,496,1000
"ParSimulation_19",25,547,1000
"ParSimulation_19",26,589,1000
"ParSimulation_19",27,625,1000
"ParSimulation_19",28,663,1000
"ParSimulation_19",29,700,1000
"ParSimulation_19",30,732,1000
"ParSimulation_19",31,756,1000
"ParSimulation_19",32,770,1000
"ParSimulation_19",33,789,1000
"ParSimulation_19",34,805,1000
"ParSimulation_19",35,818,1000
"ParSimulation_19",36,836,1000
"ParSimulation_20",15,102,1000
"ParSimulation_20",16,140,1000
"ParSimulation_20",17,188,1000
"ParSimulation_20",18,243,1000
"ParSimulation_20",19,286,1000
"ParSimulation_20",20,333,1000
"ParSimulation_20",21,388,1000
"ParSimulation_20",22,438,1000
"ParSimulation_20",23,488,1000
"ParSimulation_20",24,546,1000
"ParSimulation_20",25,602,1000
"ParSimulation_20",26,649,1000
"ParSimulation_20",27,684,1000
"ParSimulation_20",28,712,1000
"ParSimulation_20",29,742,1000
"ParSimulation_20",30,766,1000
"ParSimulation_20",31,788,1000
"ParSimulation_20",32,808,1000
"ParSimulation_20",33,822,1000
"ParSimulation_20",34,839,1000
"ParSimulation_20",35,855,1000
"ParSimulation_20",36,862,1000
"ParSimulation_21",15,112,1000
"ParSimulation_21",16,145,1000
"ParSimulation_21",17,191,1000
"ParSimulation_21",18,250,1000
"ParSimulation_21",19,295,1000
"ParSimulation_21",20,323,1000
"ParSimulation_21",21,376,1000
"ParSimulation_21",22,425,1000
"ParSimulation_21",23,486,1000
"ParSimulation_21",24,539,1000
"ParSimulation_21",25,586,1000
"ParSimulation_21",26,631,1000
"ParSimulation_21",27,668,1000
"ParSimulation_21",28,700,1000
"ParSimulation_21",29,717,1000
"ParSimulation_21",30,748,1000
"ParSimulation_21",31,763,1000
"ParSimulation_21",32,781,1000
"ParSimulation_21",33,802,1000
"ParSimulation_21",34,821,1000
"ParSimulation_21",35,839,1000
"ParSimulation_21",36,851,1000
"ParSimulation_22",15,112,1000
"ParSimulation_22",16,147,1000
"ParSimulation_22",17,183,1000
"ParSimulation_22",18,216,1000
"ParSimulation_22",19,270,1000
"ParSimulation_22",20,316,1000
"ParSimulation_22",21,372,1000
"ParSimulation_22",22,416,1000
"ParSimulation_22",23,469,1000
"ParSimulation_22",24,513,1000
"ParSimulation_22",25,546,1000
"ParSimulation_22",26,578,1000
"ParSimulation_22",27,598,1000
"ParSimulation_22",28,627,1000
"ParSimulation_22",29,672,1000
"ParSimulation_22",30,695,1000
"ParSimulation_22",31,716,1000
"ParSimulation_22",32,736,1000
"ParSimulation_22",33,757,1000
"ParSimulation_22",34,769,1000
"ParSimulation_22",35,795,1000
"ParSimulation_22",36,809,1000
"ParSimulation_23",15,101,1000
"ParSimulation_23",16,141,1000
"ParSimulation_23",17,183,1000
"ParSimulation_23",18,230,1000
"ParSimulation_23",19,287,1000
"ParSimulation_23",20,337,1000
"ParSimulation_23",21,385,1000
"ParSimulation_23",22,428,1000
"ParSimulation_23",23,469,1000
"ParSimulation_23",24,525,1000
"ParSimulation_23",25,571,1000
"ParSimulation_23",26,611,1000
"ParSimulation_23",27,642,1000
"ParSimulation_23",28,676,1000
"ParSimulation_23",29,709,1000
"ParSimulation_23",30,736,1000
"ParSimulation_23",31,757,1000
"ParSimulation_23",32,774,1000
"ParSimulation_23",33,783,1000
"ParSimulation_23",34,802,1000
"ParSimulation_23",35,821,1000
"ParSimulation_23",36,827,1000
"ParSimulation_24",15,116,1000
"ParSimulation_24",16,153,1000
"ParSimulation_24",17,191,1000
"ParSimulation_24",18,229,1000
"ParSimulation_24",19,277,1000
"ParSimulation_24",20,336,1000
"ParSimulation_24",21,387,1000
"ParSimulation_24",22,437,1000
"ParSimulation_24",23,492,1000
"ParSimulation_24",24,542,1000
"ParSimulation_24",25,578,1000
"ParSimulation_24",26,609,1000
"ParSimulation_24",27,652,1000
"ParSimulation_24",28,683,1000
"ParSimulation_24",29,714,1000
"ParSimulation_24",30,749,1000
"ParSimulation_24",31,765,1000
"ParSimulation_24",32,784,1000
"ParSimulation_24",33,805,1000
"ParSimulation_24",34,822,1000
"ParSimulation_24",35,834,1000
"ParSimulation_24",36,844,1000
"ParSimulation_25",15,93,1000
"ParSimulation_25",16,125,1000
"ParSimulation_25",17,174,1000
"ParSimulation_25",18,226,1000
"ParSimulation_25",19,275,1000
"ParSimulation_25",20,324,1000
"ParSimulation_25",21,374,1000
"ParSimulation_25",22,415,1000
"ParSimulation_25",23,455,1000
"ParSimulation_25",24,504,1000
"ParSimulation_25",25,552,1000
"ParSimulation_25",26,590,1000
"ParSimulation_25",27,626,1000
"ParSimulation_25",28,663,1000
"ParSimulation_25",29,697,1000
"ParSimulation_25",30,728,1000
"ParSimulation_25",31,759,1000
"ParSimulation_25",32,776,1000
"ParSimulation_25",33,793,1000
"ParSimulation_25",34,813,1000
"ParSimulation_25",35,825,1000
"ParSimulation_25",36,845,1000
"ParSimulation_26",15,99,1000
"ParSimulation_26",16,141,1000
"ParSimulation_26",17,175,1000
"ParSimulation_26",18,226,1000
"ParSimulation_26",19,274,1000
"ParSimulation_26",20,313,1000
"ParSimulation_26",21,371,1000
"ParSimulation_26",22,415,1000
"ParSimulation_26",23,458,1000
"ParSimulation_26",24,508,1000
"ParSimulation_26",25,549,1000
"ParSimulation_26",26,585,1000
"ParSimulation_26",27,632,1000
"ParSimulation_26",28,661,1000
"ParSimulation_26",29,689,1000
"ParSimulation_26",30,712,1000
"ParSimulation_26",31,740,1000
"ParSimulation_26",32,768,1000
"ParSimulation_26",33,786,1000
"ParSimulation_26",34,806,1000
"ParSimulation_26",35,828,1000
"ParSimulation_26",36,838,1000
"ParSimulation_27",15,108,1000
"ParSimulation_27",16,141,1000
"ParSimulation_27",17,181,1000
"ParSimulation_27",18,230,1000
"ParSimulation_27",19,287,1000
"ParSimulation_27",20,332,1000
"ParSimulation_27",21,390,1000
"ParSimulation_27",22,441,1000
"ParSimulation_27",23,480,1000
"ParSimulation_27",24,528,1000
"ParSimulation_27",25,577,1000
"ParSimulation_27",26,618,1000
"ParSimulation_27",27,645,1000
"ParSimulation_27",28,678,1000
"ParSimulation_27",29,706,1000
"ParSimulation_27",30,734,1000
"ParSimulation_27",31,761,1000
"ParSimulation_27",32,783,1000
"ParSimulation_27",33,802,1000
"ParSimulation_27",34,822,1000
"ParSimulation_27",35,835,1000
"ParSimulation_27",36,847,1000
"ParSimulation_28",15,110,1000
"ParSimulation_28",16,149,1000
"ParSimulation_28",17,186,1000
"ParSimulation_28",18,226,1000
"ParSimulation_28",19,270,1000
"ParSimulation_28",20,316,1000
"ParSimulation_28",21,361,1000
"ParSimulation_28",22,412,1000
"ParSimulation_28",23,463,1000
"ParSimulation_28",24,508,1000
"ParSimulation_28",25,554,1000
"ParSimulation_28",26,597,1000
"ParSimulation_28",27,635,1000
"ParSimulation_28",28,662,1000
"ParSimulation_28",29,697,1000
"ParSimulation_28",30,732,1000
"ParSimulation_28",31,754,1000
"ParSimulation_28",32,773,1000
"ParSimulation_28",33,793,1000
"ParSimulation_28",34,808,1000
"ParSimulation_28",35,820,1000
"ParSimulation_28",36,832,1000
"ParSimulation_29",15,110,1000
"ParSimulation_29",16,145,1000
"ParSimulation_29",17,179,1000
"ParSimulation_29",18,224,1000
"ParSimulation_29",19,273,1000
"ParSimulation_29",20,323,1000
"ParSimulation_29",21,371,1000
"ParSimulation_29",22,424,1000
"ParSimulation_29",23,477,1000
"ParSimulation_29",24,507,1000
"ParSimulation_29",25,551,1000
"ParSimulation_29",26,583,1000
"ParSimulation_29",27,619,1000
"ParSimulation_29",28,664,1000
"ParSimulation_29",29,694,1000
"ParSimulation_29",30,724,1000
"ParSimulation_29",31,744,1000
"ParSimulation_29",32,767,1000
"ParSimulation_29",33,790,1000
"ParSimulation_29",34,814,1000
"ParSimulation_29",35,837,1000
"ParSimulation_29",36,856,1000
"ParSimulation_30",15,94,1000
"ParSimulation_30",16,128,1000
"ParSimulation_30",17,181,1000
"ParSimulation_30",18,233,1000
"ParSimulation_30",19,280,1000
"ParSimulation_30",20,326,1000
"ParSimulation_30",21,374,1000
"ParSimulation_30",22,425,1000
"ParSimulation_30",23,481,1000
"ParSimulation_30",24,529,1000
"ParSimulation_30",25,562,1000
"ParSimulation_30",26,597,1000
"ParSimulation_30",27,635,1000
"ParSimulation_30",28,668,1000
"ParSimulation_30",29,706,1000
"ParSimulation_30",30,726,1000
"ParSimulation_30",31,741,1000
"ParSimulation_30",32,768,1000
"ParSimulation_30",33,787,1000
"ParSimulation_30",34,801,1000
"ParSimulation_30",35,830,1000
"ParSimulation_30",36,848,1000
"ParSimulation_31",15,110,1000
"ParSimulation_31",16,146,1000
"ParSimulation_31",17,183,1000
"ParSimulation_31",18,229,1000
"ParSimulation_31",19,293,1000
"ParSimulation_31",20,346,1000
"ParSimulation_31",21,395,1000
"ParSimulation_31",22,441,1000
"ParSimulation_31",23,482,1000
"ParSimulation_31",24,531,1000
"ParSimulation_31",25,569,1000
"ParSimulation_31",26,600,1000
"ParSimulation_31",27,630,1000
"ParSimulation_31",28,663,1000
"ParSimulation_31",29,690,1000
"ParSimulation_31",30,719,1000
"ParSimulation_31",31,738,1000
"ParSimulation_31",32,759,1000
"ParSimulation_31",33,774,1000
"ParSimulation_31",34,802,1000
"ParSimulation_31",35,823,1000
"ParSimulation_31",36,829,1000
"ParSimulation_32",15,106,1000
"ParSimulation_32",16,139,1000
"ParSimulation_32",17,173,1000
"ParSimulation_32",18,221,1000
"ParSimulation_32",19,265,1000
"ParSimulation_32",20,326,1000
"ParSimulation_32",21,374,1000
"ParSimulation_32",22,415,1000
"ParSimulation_32",23,458,1000
"ParSimulation_32",24,499,1000
"ParSimulation_32",25,537,1000
"ParSimulation_32",26,576,1000
"ParSimulation_32",27,609,1000
